	identifier	source	file	clip	clip_soft	scale	sum_stat	strand_pair	description	strand
296	SRS3561657	recount3	/scratch4/jlinder/tillage/datasets/human/rna/recount3/SRP154414/SRS3561657/coverage.w5	384	384	0.02	sum_sqrt	296	RNA:4sU:K562 total T_02_1	.
297	SRS3561658	recount3	/scratch4/jlinder/tillage/datasets/human/rna/recount3/SRP154414/SRS3561658/coverage.w5	384	384	0.02	sum_sqrt	297	RNA:4sU:K562 total T_60_1	.
298	SRS3561659	recount3	/scratch4/jlinder/tillage/datasets/human/rna/recount3/SRP154414/SRS3561659/coverage.w5	384	384	0.02	sum_sqrt	298	RNA:4sU:K562 total T_60_2	.
299	SRS3561660	recount3	/scratch4/jlinder/tillage/datasets/human/rna/recount3/SRP154414/SRS3561660/coverage.w5	384	384	0.02	sum_sqrt	299	RNA:4sU:K562 total T_30_1	.
300	SRS3561661	recount3	/scratch4/jlinder/tillage/datasets/human/rna/recount3/SRP154414/SRS3561661/coverage.w5	384	384	0.02	sum_sqrt	300	RNA:4sU:K562 total T_30_2	.
301	SRS3561662	recount3	/scratch4/jlinder/tillage/datasets/human/rna/recount3/SRP154414/SRS3561662/coverage.w5	384	384	0.02	sum_sqrt	301	RNA:4sU:K562 total T_20_1	.
302	SRS3561663	recount3	/scratch4/jlinder/tillage/datasets/human/rna/recount3/SRP154414/SRS3561663/coverage.w5	384	384	0.02	sum_sqrt	302	RNA:4sU:K562 total T_20_2	.
303	SRS3561664	recount3	/scratch4/jlinder/tillage/datasets/human/rna/recount3/SRP154414/SRS3561664/coverage.w5	384	384	0.02	sum_sqrt	303	RNA:4sU:K562 total T_15_1	.
304	SRS3561665	recount3	/scratch4/jlinder/tillage/datasets/human/rna/recount3/SRP154414/SRS3561665/coverage.w5	384	384	0.02	sum_sqrt	304	RNA:4sU:K562 total T_15_2	.
305	SRS3789185	recount3	/scratch4/jlinder/tillage/datasets/human/rna/recount3/SRP161905/SRS3789185/coverage.w5	384	384	0.02	sum_sqrt	305	RNA:4sU:MCF7 RNA_pulse_4sU 0h Total Rep2	.
306	SRS3789186	recount3	/scratch4/jlinder/tillage/datasets/human/rna/recount3/SRP161905/SRS3789186/coverage.w5	384	384	0.02	sum_sqrt	306	RNA:4sU:MCF7 RNA_pulse_4sU 2h biotin-enrich Rep2	.
307	SRS3789187	recount3	/scratch4/jlinder/tillage/datasets/human/rna/recount3/SRP161905/SRS3789187/coverage.w5	384	384	0.02	sum_sqrt	307	RNA:4sU:MCF7 RNA_pulse_4sU 2h Total Rep2	.
308	SRS3789188	recount3	/scratch4/jlinder/tillage/datasets/human/rna/recount3/SRP161905/SRS3789188/coverage.w5	384	384	0.02	sum_sqrt	308	RNA:4sU:MCF7 RNA_pulse_4sU 8h biotin-enrich Rep1	.
309	SRS3789189	recount3	/scratch4/jlinder/tillage/datasets/human/rna/recount3/SRP161905/SRS3789189/coverage.w5	384	384	0.02	sum_sqrt	309	RNA:4sU:MCF7 RNA_pulse_4sU 4h biotin-enrich Rep1	.
310	SRS3789190	recount3	/scratch4/jlinder/tillage/datasets/human/rna/recount3/SRP161905/SRS3789190/coverage.w5	384	384	0.02	sum_sqrt	310	RNA:4sU:MCF7 RNA_pulse_4sU 8h Total Rep1	.
311	SRS3789191	recount3	/scratch4/jlinder/tillage/datasets/human/rna/recount3/SRP161905/SRS3789191/coverage.w5	384	384	0.02	sum_sqrt	311	RNA:4sU:MCF7 RNA_pulse_4sU 2h Total Rep1	.
312	SRS3789192	recount3	/scratch4/jlinder/tillage/datasets/human/rna/recount3/SRP161905/SRS3789192/coverage.w5	384	384	0.02	sum_sqrt	312	RNA:4sU:MCF7 RNA_pulse_4sU 4h Total Rep1	.
313	SRS3789193	recount3	/scratch4/jlinder/tillage/datasets/human/rna/recount3/SRP161905/SRS3789193/coverage.w5	384	384	0.02	sum_sqrt	313	RNA:4sU:MCF7 RNA_pulse_4sU 2h biotin-enrich Rep1	.
314	SRS3789194	recount3	/scratch4/jlinder/tillage/datasets/human/rna/recount3/SRP161905/SRS3789194/coverage.w5	384	384	0.02	sum_sqrt	314	RNA:4sU:MCF7 RNA_pulse_4sU 8h biotin-enrich Rep2	.
315	SRS3789195	recount3	/scratch4/jlinder/tillage/datasets/human/rna/recount3/SRP161905/SRS3789195/coverage.w5	384	384	0.02	sum_sqrt	315	RNA:4sU:MCF7 RNA_pulse_4sU 0h Total Rep1	.
316	SRS3789196	recount3	/scratch4/jlinder/tillage/datasets/human/rna/recount3/SRP161905/SRS3789196/coverage.w5	384	384	0.02	sum_sqrt	316	RNA:4sU:MCF7 RNA_pulse_4sU 8h Total Rep2	.
317	SRS3789197	recount3	/scratch4/jlinder/tillage/datasets/human/rna/recount3/SRP161905/SRS3789197/coverage.w5	384	384	0.02	sum_sqrt	317	RNA:4sU:MCF7 RNA_pulse_4sU 4h biotin-enrich Rep2	.
318	SRS3789198	recount3	/scratch4/jlinder/tillage/datasets/human/rna/recount3/SRP161905/SRS3789198/coverage.w5	384	384	0.02	sum_sqrt	318	RNA:4sU:MCF7 RNA_pulse_4sU 4h Total Rep2	.
319	SRS4946692	recount3	/scratch4/jlinder/tillage/datasets/human/rna/recount3/SRP171608/SRS4946692/coverage.w5	384	384	0.02	sum_sqrt	319	RNA:4sU:HEK293T hORFeome CL2_4h	.
320	SRS4946693	recount3	/scratch4/jlinder/tillage/datasets/human/rna/recount3/SRP171608/SRS4946693/coverage.w5	384	384	0.02	sum_sqrt	320	RNA:4sU:HEK293T hORFeome CL1_12h	.
321	SRS4946694	recount3	/scratch4/jlinder/tillage/datasets/human/rna/recount3/SRP171608/SRS4946694/coverage.w5	384	384	0.02	sum_sqrt	321	RNA:4sU:HEK293T hORFeome CL2_24h	.
322	SRS4946695	recount3	/scratch4/jlinder/tillage/datasets/human/rna/recount3/SRP171608/SRS4946695/coverage.w5	384	384	0.02	sum_sqrt	322	RNA:4sU:HEK293T hORFeome CL2_SteadyState	.
323	SRS4946696	recount3	/scratch4/jlinder/tillage/datasets/human/rna/recount3/SRP171608/SRS4946696/coverage.w5	384	384	0.02	sum_sqrt	323	RNA:4sU:HEK293T hORFeome CL3_1h	.
324	SRS4946697	recount3	/scratch4/jlinder/tillage/datasets/human/rna/recount3/SRP171608/SRS4946697/coverage.w5	384	384	0.02	sum_sqrt	324	RNA:4sU:HEK293T hORFeome CL3_2h	.
325	SRS4946698	recount3	/scratch4/jlinder/tillage/datasets/human/rna/recount3/SRP171608/SRS4946698/coverage.w5	384	384	0.02	sum_sqrt	325	RNA:4sU:HEK293T hORFeome CL3_4h	.
326	SRS4946699	recount3	/scratch4/jlinder/tillage/datasets/human/rna/recount3/SRP171608/SRS4946699/coverage.w5	384	384	0.02	sum_sqrt	326	RNA:4sU:HEK293T hORFeome CL3_12h	.
327	SRS4946700	recount3	/scratch4/jlinder/tillage/datasets/human/rna/recount3/SRP171608/SRS4946700/coverage.w5	384	384	0.02	sum_sqrt	327	RNA:4sU:HEK293T hORFeome CL3_24h	.
328	SRS4946701	recount3	/scratch4/jlinder/tillage/datasets/human/rna/recount3/SRP171608/SRS4946701/coverage.w5	384	384	0.02	sum_sqrt	328	RNA:4sU:HEK293T hORFeome CL3_SteadyState	.
329	SRS4946702	recount3	/scratch4/jlinder/tillage/datasets/human/rna/recount3/SRP171608/SRS4946702/coverage.w5	384	384	0.02	sum_sqrt	329	RNA:4sU:HEK293T hORFeome CL5_1h	.
330	SRS4946703	recount3	/scratch4/jlinder/tillage/datasets/human/rna/recount3/SRP171608/SRS4946703/coverage.w5	384	384	0.02	sum_sqrt	330	RNA:4sU:HEK293T hORFeome CL5_2h	.
331	SRS4946704	recount3	/scratch4/jlinder/tillage/datasets/human/rna/recount3/SRP171608/SRS4946704/coverage.w5	384	384	0.02	sum_sqrt	331	RNA:4sU:HEK293T hORFeome CL5_4h	.
332	SRS4946705	recount3	/scratch4/jlinder/tillage/datasets/human/rna/recount3/SRP171608/SRS4946705/coverage.w5	384	384	0.02	sum_sqrt	332	RNA:4sU:HEK293T hORFeome CL5_12h	.
333	SRS4946706	recount3	/scratch4/jlinder/tillage/datasets/human/rna/recount3/SRP171608/SRS4946706/coverage.w5	384	384	0.02	sum_sqrt	333	RNA:4sU:HEK293T hORFeome CL5_24h	.
334	SRS4946707	recount3	/scratch4/jlinder/tillage/datasets/human/rna/recount3/SRP171608/SRS4946707/coverage.w5	384	384	0.02	sum_sqrt	334	RNA:4sU:HEK293T hORFeome CL5_SteadyState	.
335	SRS4946708	recount3	/scratch4/jlinder/tillage/datasets/human/rna/recount3/SRP171608/SRS4946708/coverage.w5	384	384	0.02	sum_sqrt	335	RNA:4sU:HEK293T hORFeome CL6_1h	.
336	SRS4946709	recount3	/scratch4/jlinder/tillage/datasets/human/rna/recount3/SRP171608/SRS4946709/coverage.w5	384	384	0.02	sum_sqrt	336	RNA:4sU:HEK293T hORFeome CL6_2h	.
337	SRS4946710	recount3	/scratch4/jlinder/tillage/datasets/human/rna/recount3/SRP171608/SRS4946710/coverage.w5	384	384	0.02	sum_sqrt	337	RNA:4sU:HEK293T hORFeome CL6_4h	.
338	SRS4946711	recount3	/scratch4/jlinder/tillage/datasets/human/rna/recount3/SRP171608/SRS4946711/coverage.w5	384	384	0.02	sum_sqrt	338	RNA:4sU:HEK293T hORFeome CL6_12h	.
339	SRS4946712	recount3	/scratch4/jlinder/tillage/datasets/human/rna/recount3/SRP171608/SRS4946712/coverage.w5	384	384	0.02	sum_sqrt	339	RNA:4sU:HEK293T hORFeome CL6_24h	.
340	SRS4946713	recount3	/scratch4/jlinder/tillage/datasets/human/rna/recount3/SRP171608/SRS4946713/coverage.w5	384	384	0.02	sum_sqrt	340	RNA:4sU:HEK293T hORFeome CL6_SteadyState	.
341	SRS4946714	recount3	/scratch4/jlinder/tillage/datasets/human/rna/recount3/SRP171608/SRS4946714/coverage.w5	384	384	0.02	sum_sqrt	341	RNA:4sU:HEK293T hORFeome CL2_1h	.
342	SRS4946715	recount3	/scratch4/jlinder/tillage/datasets/human/rna/recount3/SRP171608/SRS4946715/coverage.w5	384	384	0.02	sum_sqrt	342	RNA:4sU:HEK293T hORFeome CL2_2h	.
343	SRS4362906	recount3	/scratch4/jlinder/tillage/datasets/human/rna/recount3/SRP185833/SRS4362906/coverage.w5	384	384	0.02	sum_sqrt	343	RNA:ActD:HEK293T 293t_1h_ad_A	.
344	SRS4362907	recount3	/scratch4/jlinder/tillage/datasets/human/rna/recount3/SRP185833/SRS4362907/coverage.w5	384	384	0.02	sum_sqrt	344	RNA:ActD:HEK293T 293t_0h_B	.
345	SRS4362908	recount3	/scratch4/jlinder/tillage/datasets/human/rna/recount3/SRP185833/SRS4362908/coverage.w5	384	384	0.02	sum_sqrt	345	RNA:ActD:HEK293T 293t_0h_A	.
346	SRS4362909	recount3	/scratch4/jlinder/tillage/datasets/human/rna/recount3/SRP185833/SRS4362909/coverage.w5	384	384	0.02	sum_sqrt	346	RNA:ActD:HEK293T 293t_1h_chx_A	.
347	SRS4362910	recount3	/scratch4/jlinder/tillage/datasets/human/rna/recount3/SRP185833/SRS4362910/coverage.w5	384	384	0.02	sum_sqrt	347	RNA:ActD:HEK293T 293t_3h_ad_A	.
348	SRS4362911	recount3	/scratch4/jlinder/tillage/datasets/human/rna/recount3/SRP185833/SRS4362911/coverage.w5	384	384	0.02	sum_sqrt	348	RNA:ActD:HEK293T 293t_3h_chx_A	.
349	SRS4362912	recount3	/scratch4/jlinder/tillage/datasets/human/rna/recount3/SRP185833/SRS4362912/coverage.w5	384	384	0.02	sum_sqrt	349	RNA:ActD:HEK293T 293t_6h_ad_A	.
350	SRS4362913	recount3	/scratch4/jlinder/tillage/datasets/human/rna/recount3/SRP185833/SRS4362913/coverage.w5	384	384	0.02	sum_sqrt	350	RNA:ActD:HEK293T 293t_6h_chx_A	.
351	SRS4362914	recount3	/scratch4/jlinder/tillage/datasets/human/rna/recount3/SRP185833/SRS4362914/coverage.w5	384	384	0.02	sum_sqrt	351	RNA:ActD:HEK293T 293t_6h_ad_B	.
352	SRS4362915	recount3	/scratch4/jlinder/tillage/datasets/human/rna/recount3/SRP185833/SRS4362915/coverage.w5	384	384	0.02	sum_sqrt	352	RNA:ActD:HEK293T 293t_6h_chx_B	.
